"","Município","0 a 2","3 a 5","6 a 7","8 a 10","Ignorado","Total","Ano"
"10725","500320 CORUMBA",3,9,24,1960,0,1996,"2011"
"10726","500325 COSTA RICA",3,1,3,330,1,338,"2011"
"10727","500330 COXIM",1,1,5,585,0,592,"2011"
"10728","500345 DEODAPOLIS",0,0,2,148,0,150,"2011"
"10729","500348 DOIS IRMAOS DO BURITI",2,0,1,68,55,126,"2011"
"10730","500350 DOURADINA",1,0,0,81,2,84,"2011"
"10731","500370 DOURADOS",15,18,64,3710,27,3834,"2011"
"10732","500375 ELDORADO",0,0,2,185,0,187,"2011"
"10733","500380 FATIMA DO SUL",1,2,7,233,0,243,"2011"
"10734","500390 FIGUEIRAO",1,0,3,32,0,36,"2011"
"10735","500400 GLORIA DE DOURADOS",0,0,0,126,0,126,"2011"
"10736","500410 GUIA LOPES DA LAGUNA",0,0,0,217,0,217,"2011"
"10737","500430 IGUATEMI",1,0,0,245,0,246,"2011"
"10738","500440 INOCENCIA",0,0,1,114,0,115,"2011"
"10739","500450 ITAPORA",0,0,7,221,0,228,"2011"
"10740","500460 ITAQUIRAI",0,1,3,238,0,242,"2011"
"10741","500470 IVINHEMA",0,0,3,333,0,336,"2011"
"10742","500480 JAPORA",0,0,3,181,14,198,"2011"
"10743","500490 JARAGUARI",0,1,0,35,0,36,"2011"
"10744","500500 JARDIM",0,2,2,447,3,454,"2011"
"10745","500510 JATEI",1,0,4,69,0,74,"2011"
"10746","500515 JUTI",0,1,1,88,0,90,"2011"
"10747","500520 LADARIO",0,6,8,400,1,415,"2011"
"10748","500525 LAGUNA CARAPA",1,0,0,95,10,106,"2011"
"10749","500540 MARACAJU",2,7,7,589,8,613,"2011"
"10750","500560 MIRANDA",4,1,9,495,3,512,"2011"
"10751","500568 MUNDO NOVO",0,2,12,262,0,276,"2011"
"10752","500570 NAVIRAI",2,5,9,823,0,839,"2011"
"10753","500580 NIOAQUE",0,1,0,147,5,153,"2011"
"10754","500600 NOVA ALVORADA DO SUL",0,2,5,304,0,311,"2011"
"10755","500620 NOVA ANDRADINA",6,2,9,701,3,721,"2011"
"10756","500625 NOVO HORIZONTE DO SUL",0,1,0,70,0,71,"2011"
"10757","500630 PARANAIBA",2,0,9,512,0,523,"2011"
"10758","500635 PARANHOS",2,1,1,314,34,352,"2011"
"10759","500640 PEDRO GOMES",1,0,2,97,0,100,"2011"
"10760","500660 PONTA PORA",9,8,23,1384,383,1807,"2011"
"10761","500690 PORTO MURTINHO",0,1,7,255,9,272,"2011"
"10762","500710 RIBAS DO RIO PARDO",2,0,4,318,6,330,"2011"
"10763","500720 RIO BRILHANTE",2,6,14,587,2,611,"2011"
"10764","500730 RIO NEGRO",1,0,1,66,2,70,"2011"
"10765","500740 RIO VERDE DE MATO GROSSO",0,2,0,286,0,288,"2011"
"10766","500750 ROCHEDO",0,0,0,58,0,58,"2011"
"10767","500755 SANTA RITA DO PARDO",0,0,3,94,0,97,"2011"
"10768","500769 SAO GABRIEL DO OESTE",1,1,2,368,2,374,"2011"
"10769","500770 SETE QUEDAS",1,5,4,165,8,183,"2011"
"10770","500780 SELVIRIA",0,0,1,60,0,61,"2011"
"10771","500790 SIDROLANDIA",2,1,5,675,3,686,"2011"
"10772","500793 SONORA",1,2,2,276,0,281,"2011"
"10773","500795 TACURU",0,1,2,222,0,225,"2011"
"10774","500797 TAQUARUSSU",0,0,0,51,0,51,"2011"
"10775","500800 TERENOS",0,1,1,150,3,155,"2011"
"10776","500830 TRES LAGOAS",6,5,7,1751,0,1769,"2011"
"10777","500840 VICENTINA",0,0,0,67,0,67,"2011"
"10778","MUNICIPIO IGNORADO - MT",0,0,0,1,0,1,"2011"
"10779","510010 ACORIZAL",0,0,1,63,2,66,"2011"
"10780","510020 AGUA BOA",0,1,5,323,12,341,"2011"
"10781","510025 ALTA FLORESTA",1,4,5,750,1,761,"2011"
"10782","510030 ALTO ARAGUAIA",3,2,1,228,1,235,"2011"
"10783","510035 ALTO BOA VISTA",0,0,0,55,0,55,"2011"
"10784","510040 ALTO GARCAS",0,1,2,110,0,113,"2011"
"10785","510050 ALTO PARAGUAI",0,1,0,115,1,117,"2011"
"10786","510060 ALTO TAQUARI",0,3,4,179,0,186,"2011"
"10787","510080 APIACAS",0,2,8,132,1,143,"2011"
"10788","510100 ARAGUAIANA",0,0,0,36,0,36,"2011"
"10789","510120 ARAGUAINHA",0,0,0,14,0,14,"2011"
"10790","510125 ARAPUTANGA",2,0,2,267,0,271,"2011"
"10791","510130 ARENAPOLIS",0,1,4,127,0,132,"2011"
"10792","510140 ARIPUANA",1,2,6,379,2,390,"2011"
"10793","510160 BARAO DE MELGACO",0,0,1,55,3,59,"2011"
"10794","510170 BARRA DO BUGRES",1,5,11,533,5,555,"2011"
"10795","510180 BARRA DO GARCAS",0,5,9,877,13,904,"2011"
"10796","510185 BOM JESUS DO ARAGUAIA",0,1,1,62,2,66,"2011"
"10797","510190 BRASNORTE",0,2,10,257,11,280,"2011"
"10798","510250 CACERES",1,4,9,1522,2,1538,"2011"
"10799","510260 CAMPINAPOLIS",1,2,6,149,75,233,"2011"
"10800","510263 CAMPO NOVO DO PARECIS",1,1,5,543,0,550,"2011"
"10801","510267 CAMPO VERDE",0,0,8,599,2,609,"2011"
"10802","510268 CAMPOS DE JULIO",1,0,0,113,0,114,"2011"
"10803","510269 CANABRAVA DO NORTE",0,0,1,57,0,58,"2011"
"10804","510270 CANARANA",1,2,4,339,20,366,"2011"
"10805","510279 CARLINDA",0,0,1,87,0,88,"2011"
"10806","510285 CASTANHEIRA",0,0,2,87,0,89,"2011"
"10807","510300 CHAPADA DOS GUIMARAES",3,0,3,227,0,233,"2011"
"10808","510305 CLAUDIA",0,0,1,154,0,155,"2011"
"10809","510310 COCALINHO",1,0,2,74,0,77,"2011"
"10810","510320 COLIDER",5,1,11,463,1,481,"2011"
"10811","510325 COLNIZA",1,2,7,431,2,443,"2011"
"10812","510330 COMODORO",0,2,13,314,21,350,"2011"
"10813","510335 CONFRESA",4,1,1,417,1,424,"2011"
"10814","510336 CONQUISTA D'OESTE",0,2,1,54,5,62,"2011"
"10815","510337 COTRIGUACU",1,1,2,222,0,226,"2011"
"10816","510340 CUIABA",28,39,120,9739,30,9956,"2011"
"10817","510343 CURVELANDIA",0,1,0,59,0,60,"2011"
"10818","510345 DENISE",0,1,1,133,0,135,"2011"
"10819","510350 DIAMANTINO",0,0,10,334,1,345,"2011"
"10820","510360 DOM AQUINO",0,0,1,126,3,130,"2011"
"10821","510370 FELIZ NATAL",0,2,3,162,11,178,"2011"
"10822","510380 FIGUEIROPOLIS D'OESTE",0,0,0,55,0,55,"2011"
"10823","510385 GAUCHA DO NORTE",1,2,4,75,25,107,"2011"
"10824","510390 GENERAL CARNEIRO",0,0,3,103,3,109,"2011"
"10825","510395 GLORIA D'OESTE",0,0,0,38,1,39,"2011"
"10826","510410 GUARANTA DO NORTE",1,1,10,420,1,433,"2011"
"10827","510420 GUIRATINGA",0,0,1,122,1,124,"2011"
"10828","510450 INDIAVAI",0,0,0,40,0,40,"2011"
"10829","510452 IPIRANGA DO NORTE",0,0,3,87,1,91,"2011"
"10830","510454 ITANHANGA",0,0,0,84,0,84,"2011"
"10831","510455 ITAUBA",0,0,1,65,1,67,"2011"
"10832","510460 ITIQUIRA",0,0,3,156,1,160,"2011"
"10833","510480 JACIARA",3,0,1,463,0,467,"2011"
"10834","510490 JANGADA",1,0,1,95,1,98,"2011"
"10835","510500 JAURU",0,1,5,150,0,156,"2011"
"10836","510510 JUARA",0,1,4,534,10,549,"2011"
"10837","510515 JUINA",1,2,7,554,40,604,"2011"
"10838","510517 JURUENA",0,0,5,169,0,174,"2011"
"10839","510520 JUSCIMEIRA",2,0,1,157,1,161,"2011"
"10840","510523 LAMBARI D'OESTE",0,0,2,63,0,65,"2011"
"10841","510525 LUCAS DO RIO VERDE",3,3,7,946,2,961,"2011"
"10842","510530 LUCIARA",0,0,0,38,0,38,"2011"
"10843","510550 VILA BELA DA SANTISSIMA TRINDADE",1,1,3,185,13,203,"2011"
"10844","510558 MARCELANDIA",0,3,32,148,6,189,"2011"
"10845","510560 MATUPA",0,2,15,242,0,259,"2011"
"10846","510562 MIRASSOL D'OESTE",3,2,2,396,0,403,"2011"
"10847","510590 NOBRES",1,3,8,295,1,308,"2011"
"10848","510600 NORTELANDIA",1,1,2,90,0,94,"2011"
"10849","510610 NOSSA SENHORA DO LIVRAMENTO",0,0,5,157,0,162,"2011"
"10850","510615 NOVA BANDEIRANTES",0,1,5,142,0,148,"2011"
"10851","510617 NOVA NAZARE",0,1,0,23,1,25,"2011"
"10852","510618 NOVA LACERDA",0,0,3,94,1,98,"2011"
"10853","510619 NOVA SANTA HELENA",0,0,0,37,0,37,"2011"
"10854","510620 NOVA BRASILANDIA",0,0,1,33,2,36,"2011"
"10855","510621 NOVA CANAA DO NORTE",0,2,2,176,0,180,"2011"
"10856","510622 NOVA MUTUM",2,0,3,616,2,623,"2011"
"10857","510623 NOVA OLIMPIA",0,0,3,295,0,298,"2011"
"10858","510624 NOVA UBIRATA",0,0,2,141,0,143,"2011"
"10859","510625 NOVA XAVANTINA",0,0,3,275,0,278,"2011"
"10860","510626 NOVO MUNDO",0,0,2,77,0,79,"2011"
"10861","510627 NOVO HORIZONTE DO NORTE",1,0,0,36,0,37,"2011"
"10862","510628 NOVO SAO JOAQUIM",0,0,0,85,0,85,"2011"
"10863","510629 PARANAITA",0,2,0,125,0,127,"2011"
"10864","510630 PARANATINGA",1,2,7,322,17,349,"2011"
"10865","510631 NOVO SANTO ANTONIO",0,0,0,15,0,15,"2011"
"10866","510637 PEDRA PRETA",0,0,3,203,0,206,"2011"
"10867","510642 PEIXOTO DE AZEVEDO",0,1,12,442,0,455,"2011"
"10868","510645 PLANALTO DA SERRA",0,0,0,23,0,23,"2011"
"10869","510650 POCONE",1,0,9,519,0,529,"2011"
"10870","510665 PONTAL DO ARAGUAIA",0,0,1,70,0,71,"2011"
"10871","510670 PONTE BRANCA",0,0,4,10,0,14,"2011"
"10872","510675 PONTES E LACERDA",2,5,3,719,1,730,"2011"
"10873","510677 PORTO ALEGRE DO NORTE",0,0,1,139,0,140,"2011"
"10874","510680 PORTO DOS GAUCHOS",0,1,3,61,0,65,"2011"
"10875","510682 PORTO ESPERIDIAO",0,1,2,166,2,171,"2011"
"10876","510685 PORTO ESTRELA",0,0,1,39,0,40,"2011"
"10877","510700 POXOREO",2,2,3,188,1,196,"2011"
"10878","510704 PRIMAVERA DO LESTE",2,0,9,1025,7,1043,"2011"
"10879","510706 QUERENCIA",0,0,1,249,20,270,"2011"
"10880","510710 SAO JOSE DOS QUATRO MARCOS",0,0,0,266,0,266,"2011"
"10881","510715 RESERVA DO CABACAL",0,0,0,39,0,39,"2011"
"10882","510718 RIBEIRAO CASCALHEIRA",0,0,3,121,1,125,"2011"
"10883","510719 RIBEIRAOZINHO",0,0,0,27,0,27,"2011"
"10884","510720 RIO BRANCO",0,1,0,60,0,61,"2011"
"10885","510724 SANTA CARMEM",0,0,1,58,1,60,"2011"
"10886","510726 SANTO AFONSO",0,1,3,26,0,30,"2011"
"10887","510729 SAO JOSE DO POVO",0,0,0,23,0,23,"2011"
"10888","510730 SAO JOSE DO RIO CLARO",1,0,2,237,0,240,"2011"
"10889","510735 SAO JOSE DO XINGU",0,0,1,91,0,92,"2011"
"10890","510740 SAO PEDRO DA CIPA",0,0,1,66,1,68,"2011"
"10891","510757 RONDOLANDIA",0,1,0,23,0,24,"2011"
"10892","510760 RONDONOPOLIS",7,7,41,3605,14,3674,"2011"
"10893","510770 ROSARIO OESTE",2,1,1,149,4,157,"2011"
"10894","510774 SANTA CRUZ DO XINGU",0,0,0,19,0,19,"2011"
"10895","510775 SALTO DO CEU",0,0,0,39,0,39,"2011"
"10896","510776 SANTA RITA DO TRIVELATO",0,0,1,37,0,38,"2011"
"10897","510777 SANTA TEREZINHA",0,0,0,86,2,88,"2011"
"10898","510779 SANTO ANTONIO DO LESTE",0,0,0,35,0,35,"2011"
"10899","510780 SANTO ANTONIO DO LEVERGER",0,1,2,229,3,235,"2011"
"10900","510785 SAO FELIX DO ARAGUAIA",0,2,0,120,2,124,"2011"
"10901","510787 SAPEZAL",3,4,7,351,1,366,"2011"
"10902","510788 SERRA NOVA DOURADA",0,0,0,10,0,10,"2011"
"10903","510790 SINOP",3,9,30,2154,3,2199,"2011"
"10904","510792 SORRISO",3,3,13,1322,1,1342,"2011"
"10905","510794 TABAPORA",0,1,2,133,0,136,"2011"
"10906","510795 TANGARA DA SERRA",2,2,35,1318,9,1366,"2011"
"10907","510800 TAPURAH",2,1,0,169,1,173,"2011"
"10908","510805 TERRA NOVA DO NORTE",1,2,3,127,0,133,"2011"
"10909","510810 TESOURO",0,0,2,32,0,34,"2011"
"10910","510820 TORIXOREU",0,0,1,32,0,33,"2011"
"10911","510830 UNIAO DO SUL",0,0,1,50,0,51,"2011"
"10912","510835 VALE DE SAO DOMINGOS",0,0,0,49,0,49,"2011"
"10913","510840 VARZEA GRANDE",13,18,42,4737,8,4818,"2011"
"10914","510850 VERA",0,1,1,110,1,113,"2011"
"10915","510860 VILA RICA",4,0,0,307,2,313,"2011"
"10916","510880 NOVA GUARITA",1,0,1,50,0,52,"2011"
"10917","510885 NOVA MARILANDIA",0,1,1,35,0,37,"2011"
"10918","510890 NOVA MARINGA",0,0,1,92,0,93,"2011"
"10919","510895 NOVA MONTE VERDE",0,0,1,98,1,100,"2011"
"10920","MUNICIPIO IGNORADO - GO",0,0,0,5,1,6,"2011"
"10921","520005 ABADIA DE GOIAS",0,1,1,90,0,92,"2011"
"10922","520010 ABADIANIA",1,2,5,130,0,138,"2011"
"10923","520013 ACREUNA",0,2,43,231,0,276,"2011"
"10924","520015 ADELANDIA",1,0,1,25,0,27,"2011"
"10925","520017 AGUA FRIA DE GOIAS",0,0,0,49,0,49,"2011"
"10926","520020 AGUA LIMPA",0,0,0,22,0,22,"2011"
"10927","520025 AGUAS LINDAS DE GOIAS",5,13,35,2434,216,2703,"2011"
"10928","520030 ALEXANIA",0,1,5,339,7,352,"2011"
"10929","520050 ALOANDIA",0,0,0,23,0,23,"2011"
"10930","520055 ALTO HORIZONTE",0,0,3,75,0,78,"2011"
"10931","520060 ALTO PARAISO DE GOIAS",1,2,1,85,0,89,"2011"
"10932","520080 ALVORADA DO NORTE",0,0,2,98,0,100,"2011"
"10933","520082 AMARALINA",0,0,0,29,0,29,"2011"
"10934","520085 AMERICANO DO BRASIL",1,0,1,67,1,70,"2011"
"10935","520090 AMORINOPOLIS",0,0,1,40,0,41,"2011"
"10936","520110 ANAPOLIS",9,16,118,4894,26,5063,"2011"
"10937","520120 ANHANGUERA",1,0,0,6,0,7,"2011"
"10938","520130 ANICUNS",6,0,5,202,1,214,"2011"
"10939","520140 APARECIDA DE GOIANIA",29,21,121,7591,56,7818,"2011"
"10940","520145 APARECIDA DO RIO DOCE",0,0,0,28,0,28,"2011"
"10941","520150 APORE",0,0,2,49,0,51,"2011"
"10942","520160 ARACU",0,0,1,24,0,25,"2011"
"10943","520170 ARAGARCAS",1,4,21,311,1,338,"2011"
"10944","520180 ARAGOIANIA",1,0,2,106,1,110,"2011"
"10945","520215 ARAGUAPAZ",0,2,3,79,2,86,"2011"
"10946","520235 ARENOPOLIS",0,0,0,31,0,31,"2011"
"10947","520250 ARUANA",0,2,1,72,0,75,"2011"
"10948","520260 AURILANDIA",0,0,0,42,0,42,"2011"
"10949","520280 AVELINOPOLIS",0,0,0,20,0,20,"2011"
"10950","520310 BALIZA",0,0,1,39,1,41,"2011"
"10951","520320 BARRO ALTO",0,1,1,122,1,125,"2011"
"10952","520330 BELA VISTA DE GOIAS",0,0,5,279,0,284,"2011"
"10953","520340 BOM JARDIM DE GOIAS",0,1,3,100,0,104,"2011"
"10954","520350 BOM JESUS DE GOIAS",0,1,3,260,0,264,"2011"
"10955","520355 BONFINOPOLIS",1,1,2,92,2,98,"2011"
"10956","520357 BONOPOLIS",0,0,2,36,0,38,"2011"
"10957","520360 BRAZABRANTES",0,0,2,33,0,35,"2011"
"10958","520380 BRITANIA",0,0,1,70,0,71,"2011"
"10959","520390 BURITI ALEGRE",0,1,0,97,0,98,"2011"
"10960","520393 BURITI DE GOIAS",0,0,2,23,0,25,"2011"
"10961","520396 BURITINOPOLIS",0,0,0,31,0,31,"2011"
"10962","520400 CABECEIRAS",0,0,0,105,0,105,"2011"
"10963","520410 CACHOEIRA ALTA",0,1,0,97,1,99,"2011"
"10964","520420 CACHOEIRA DE GOIAS",0,0,0,13,1,14,"2011"
"10965","520425 CACHOEIRA DOURADA",1,0,1,37,0,39,"2011"
"10966","520430 CACU",2,2,7,115,0,126,"2011"
"10967","520440 CAIAPONIA",0,0,3,166,0,169,"2011"
"10968","520450 CALDAS NOVAS",2,5,17,1097,2,1123,"2011"
"10969","520455 CALDAZINHA",0,0,0,36,0,36,"2011"
"10970","520460 CAMPESTRE DE GOIAS",0,1,1,30,1,33,"2011"
"10971","520465 CAMPINACU",1,0,0,43,0,44,"2011"
"10972","520470 CAMPINORTE",0,2,4,156,0,162,"2011"
"10973","520480 CAMPO ALEGRE DE GOIAS",0,0,0,72,1,73,"2011"
"10974","520485 CAMPO LIMPO DE GOIAS",0,0,0,47,0,47,"2011"
"10975","520490 CAMPOS BELOS",0,0,4,338,1,343,"2011"
"10976","520495 CAMPOS VERDES",0,2,3,67,0,72,"2011"
"10977","520500 CARMO DO RIO VERDE",0,0,1,81,0,82,"2011"
"10978","520505 CASTELANDIA",0,0,0,54,0,54,"2011"
"10979","520510 CATALAO",1,4,12,1259,5,1281,"2011"
"10980","520520 CATURAI",0,1,1,45,0,47,"2011"
"10981","520530 CAVALCANTE",0,0,2,136,1,139,"2011"
"10982","520540 CERES",0,0,3,224,0,227,"2011"
"10983","520545 CEZARINA",0,1,5,109,1,116,"2011"
"10984","520547 CHAPADAO DO CEU",0,0,1,117,0,118,"2011"
"10985","520549 CIDADE OCIDENTAL",1,6,16,920,11,954,"2011"
"10986","520551 COCALZINHO DE GOIAS",1,0,4,188,9,202,"2011"
"10987","520552 COLINAS DO SUL",0,1,2,36,1,40,"2011"
"10988","520570 CORREGO DO OURO",0,0,1,24,0,25,"2011"
"10989","520580 CORUMBA DE GOIAS",0,1,5,87,2,95,"2011"
"10990","520590 CORUMBAIBA",0,0,1,105,1,107,"2011"
"10991","520620 CRISTALINA",2,2,14,652,4,674,"2011"
"10992","520630 CRISTIANOPOLIS",0,0,0,31,0,31,"2011"
"10993","520640 CRIXAS",0,1,4,210,0,215,"2011"
"10994","520650 CROMINIA",0,0,0,34,0,34,"2011"
"10995","520660 CUMARI",0,1,1,20,1,23,"2011"
"10996","520670 DAMIANOPOLIS",0,0,0,32,0,32,"2011"
"10997","520680 DAMOLANDIA",0,0,1,36,0,37,"2011"
"10998","520690 DAVINOPOLIS",0,0,0,16,0,16,"2011"
"10999","520710 DIORAMA",0,0,2,18,0,20,"2011"
"11000","520725 DOVERLANDIA",0,1,3,63,1,68,"2011"
"11001","520735 EDEALINA",0,0,1,43,2,46,"2011"
"11002","520740 EDEIA",0,0,1,150,1,152,"2011"
"11003","520750 ESTRELA DO NORTE",0,0,0,30,0,30,"2011"
"11004","520753 FAINA",0,1,1,43,0,45,"2011"
"11005","520760 FAZENDA NOVA",0,0,1,48,0,49,"2011"
"11006","520780 FIRMINOPOLIS",0,0,0,112,1,113,"2011"
"11007","520790 FLORES DE GOIAS",0,1,1,93,2,97,"2011"
"11008","520800 FORMOSA",4,3,10,1748,2,1767,"2011"
"11009","520810 FORMOSO",0,0,2,49,0,51,"2011"
"11010","520815 GAMELEIRA DE GOIAS",0,0,0,25,0,25,"2011"
"11011","520830 DIVINOPOLIS DE GOIAS",0,0,1,64,3,68,"2011"
"11012","520840 GOIANAPOLIS",0,4,3,131,1,139,"2011"
"11013","520850 GOIANDIRA",0,1,0,39,0,40,"2011"
"11014","520860 GOIANESIA",4,2,22,872,3,903,"2011"
"11015","520870 GOIANIA",102,69,296,20126,115,20708,"2011"
"11016","520880 GOIANIRA",0,2,10,490,1,503,"2011"
"11017","520890 GOIAS",2,3,7,275,2,289,"2011"
"11018","520910 GOIATUBA",0,1,4,415,0,420,"2011"
"11019","520915 GOUVELANDIA",0,0,0,43,0,43,"2011"
"11020","520920 GUAPO",3,0,4,169,1,177,"2011"
"11021","520929 GUARAITA",1,0,0,31,1,33,"2011"
"11022","520940 GUARANI DE GOIAS",0,0,1,39,0,40,"2011"
"11023","520945 GUARINOS",0,0,0,18,0,18,"2011"
"11024","520960 HEITORAI",0,0,1,29,0,30,"2011"
"11025","520970 HIDROLANDIA",2,0,4,207,0,213,"2011"
"11026","520980 HIDROLINA",0,0,0,33,0,33,"2011"
"11027","520990 IACIARA",0,0,4,167,1,172,"2011"
"11028","520993 INACIOLANDIA",1,1,2,77,0,81,"2011"
"11029","520995 INDIARA",1,0,4,209,2,216,"2011"
"11030","521000 INHUMAS",1,5,16,708,0,730,"2011"
"11031","521010 IPAMERI",1,1,3,295,0,300,"2011"
"11032","521015 IPIRANGA DE GOIAS",0,0,0,25,0,25,"2011"
"11033","521020 IPORA",1,0,7,318,1,327,"2011"
"11034","521030 ISRAELANDIA",0,0,1,24,0,25,"2011"
"11035","521040 ITABERAI",0,0,10,527,1,538,"2011"
"11036","521056 ITAGUARI",0,0,0,54,0,54,"2011"
"11037","521060 ITAGUARU",0,0,0,36,0,36,"2011"
"11038","521080 ITAJA",0,0,2,77,0,79,"2011"
"11039","521090 ITAPACI",0,1,1,262,0,264,"2011"
"11040","521100 ITAPIRAPUA",0,1,1,98,1,101,"2011"
"11041","521120 ITAPURANGA",0,1,0,315,1,317,"2011"
"11042","521130 ITARUMA",0,0,1,64,0,65,"2011"
"11043","521140 ITAUCU",1,3,2,68,2,76,"2011"
"11044","521150 ITUMBIARA",3,1,9,1272,2,1287,"2011"
"11045","521160 IVOLANDIA",0,0,1,27,1,29,"2011"
"11046","521170 JANDAIA",0,0,2,65,0,67,"2011"
"11047","521180 JARAGUA",2,1,7,577,4,591,"2011"
"11048","521190 JATAI",7,7,20,1378,1,1413,"2011"
"11049","521200 JAUPACI",0,0,0,31,0,31,"2011"
"11050","521205 JESUPOLIS",0,0,0,33,0,33,"2011"
"11051","521210 JOVIANIA",0,0,0,97,0,97,"2011"
"11052","521220 JUSSARA",1,2,2,227,10,242,"2011"
"11053","521225 LAGOA SANTA",0,0,0,19,0,19,"2011"
"11054","521230 LEOPOLDO DE BULHOES",0,0,2,69,0,71,"2011"
"11055","521250 LUZIANIA",5,7,54,2933,20,3019,"2011"
"11056","521260 MAIRIPOTABA",0,0,0,13,0,13,"2011"
"11057","521270 MAMBAI",0,0,0,90,0,90,"2011"
"11058","521280 MARA ROSA",0,0,1,139,1,141,"2011"
"11059","521290 MARZAGAO",0,0,0,24,0,24,"2011"
"11060","521295 MATRINCHA",0,1,1,57,0,59,"2011"
"11061","521300 MAURILANDIA",0,2,1,173,3,179,"2011"
"11062","521305 MIMOSO DE GOIAS",1,0,1,14,2,18,"2011"
"11063","521308 MINACU",1,2,5,439,3,450,"2011"
"11064","521310 MINEIROS",3,6,8,905,0,922,"2011"
"11065","521340 MOIPORA",0,0,0,10,0,10,"2011"
"11066","521350 MONTE ALEGRE DE GOIAS",0,0,3,104,1,108,"2011"
"11067","521370 MONTES CLAROS DE GOIAS",0,1,3,107,1,112,"2011"
"11068","521375 MONTIVIDIU",0,3,5,141,0,149,"2011"
"11069","521377 MONTIVIDIU DO NORTE",0,0,3,38,0,41,"2011"
"11070","521380 MORRINHOS",1,2,4,520,1,528,"2011"
"11071","521385 MORRO AGUDO DE GOIAS",0,0,0,35,0,35,"2011"
"11072","521390 MOSSAMEDES",0,0,0,28,0,28,"2011"
"11073","521400 MOZARLANDIA",1,1,3,208,1,214,"2011"
"11074","521405 MUNDO NOVO",1,0,0,67,0,68,"2011"
"11075","521410 MUTUNOPOLIS",0,1,3,46,1,51,"2011"
"11076","521440 NAZARIO",2,0,0,69,0,71,"2011"
"11077","521450 NEROPOLIS",1,1,13,346,0,361,"2011"
"11078","521460 NIQUELANDIA",4,8,27,547,1,587,"2011"
"11079","521470 NOVA AMERICA",0,1,0,23,0,24,"2011"
"11080","521480 NOVA AURORA",0,0,0,24,0,24,"2011"
"11081","521483 NOVA CRIXAS",0,0,0,174,0,174,"2011"
"11082","521486 NOVA GLORIA",1,0,1,81,0,83,"2011"
"11083","521487 NOVA IGUACU DE GOIAS",0,0,1,31,0,32,"2011"
"11084","521490 NOVA ROMA",0,0,0,33,0,33,"2011"
"11085","521500 NOVA VENEZA",1,0,0,93,1,95,"2011"
"11086","521520 NOVO BRASIL",1,1,5,25,0,32,"2011"
"11087","521523 NOVO GAMA",3,7,26,1680,31,1747,"2011"
"11088","521525 NOVO PLANALTO",0,0,0,43,0,43,"2011"
"11089","521530 ORIZONA",1,1,2,137,0,141,"2011"
"11090","521540 OURO VERDE DE GOIAS",0,0,1,38,0,39,"2011"
"11091","521550 OUVIDOR",0,1,1,54,0,56,"2011"
"11092","521560 PADRE BERNARDO",1,0,5,307,52,365,"2011"
"11093","521565 PALESTINA DE GOIAS",0,0,1,53,0,54,"2011"
"11094","521570 PALMEIRAS DE GOIAS",0,2,5,234,0,241,"2011"
"11095","521580 PALMELO",0,0,0,24,0,24,"2011"
"11096","521590 PALMINOPOLIS",0,0,0,14,0,14,"2011"
"11097","521600 PANAMA",0,0,0,32,0,32,"2011"
"11098","521630 PARANAIGUARA",2,0,1,123,0,126,"2011"
"11099","521640 PARAUNA",0,0,2,152,0,154,"2011"
"11100","521645 PEROLANDIA",0,0,0,47,0,47,"2011"
"11101","521680 PETROLINA DE GOIAS",1,2,3,78,0,84,"2011"
"11102","521690 PILAR DE GOIAS",0,0,0,31,0,31,"2011"
"11103","521710 PIRACANJUBA",1,0,2,276,0,279,"2011"
"11104","521720 PIRANHAS",0,2,2,126,0,130,"2011"
"11105","521730 PIRENOPOLIS",4,1,7,273,2,287,"2011"
"11106","521740 PIRES DO RIO",1,2,1,343,1,348,"2011"
"11107","521760 PLANALTINA",12,4,22,1409,3,1450,"2011"
"11108","521770 PONTALINA",0,0,2,179,3,184,"2011"
"11109","521800 PORANGATU",2,1,18,563,1,585,"2011"
"11110","521805 PORTEIRAO",0,0,0,35,1,36,"2011"
"11111","521810 PORTELANDIA",0,1,0,60,0,61,"2011"
"11112","521830 POSSE",1,6,9,560,1,577,"2011"
"11113","521839 PROFESSOR JAMIL",0,0,0,30,0,30,"2011"
"11114","521850 QUIRINOPOLIS",1,1,1,469,0,472,"2011"
"11115","521860 RIALMA",1,0,1,143,0,145,"2011"
"11116","521870 RIANAPOLIS",0,0,1,71,0,72,"2011"
"11117","521878 RIO QUENTE",0,0,0,53,0,53,"2011"
"11118","521880 RIO VERDE",8,9,35,2972,0,3024,"2011"
"11119","521890 RUBIATABA",0,1,6,166,0,173,"2011"
"11120","521900 SANCLERLANDIA",0,1,1,81,5,88,"2011"
"11121","521910 SANTA BARBARA DE GOIAS",0,0,0,68,0,68,"2011"
"11122","521920 SANTA CRUZ DE GOIAS",0,0,1,25,0,26,"2011"
"11123","521925 SANTA FE DE GOIAS",0,0,0,65,1,66,"2011"
"11124","521930 SANTA HELENA DE GOIAS",3,1,3,464,0,471,"2011"
"11125","521935 SANTA ISABEL",0,0,0,35,0,35,"2011"
"11126","521940 SANTA RITA DO ARAGUAIA",1,0,1,95,0,97,"2011"
"11127","521945 SANTA RITA DO NOVO DESTINO",1,0,1,24,1,27,"2011"
"11128","521950 SANTA ROSA DE GOIAS",0,0,1,35,0,36,"2011"
